operator_id,chamadas,chamadas_perdidas,duracao_total_media,duracao_media,chamadas_inbound,perdidas_inbound,duracao_total_media_in,duracao_media_in,chamadas_outbound,duracao_media_out,tempo_espera_medio,dias_ativos,taxa_abandono_operador,%share_perdidas
888532,218,29,140.93478260869566,116.58695652173913,12.0,2.0,293.22222222222223,261.1111111111111,206.0,100.91566265060241,32.111111111111114,54,0.16666666666666666,0.001868797525454311
888534,398,31,196.1056338028169,159.70422535211267,61.0,2.0,178.25,129.47222222222223,337.0,169.97169811320754,48.77777777777778,53,0.03278688524590164,0.0019976801134166775
888536,60,8,60.39393939393939,39.54545454545455,2.0,0.0,171.0,149.5,58.0,32.45161290322581,21.5,23,0.0,0.0005155303518494652
888538,7,2,147.71428571428572,131.0,1.0,0.0,590.0,566.0,6.0,58.5,24.0,5,0.0,0.0001288825879623663
888540,20,5,160.38888888888889,145.16666666666666,3.0,0.0,310.0,290.3333333333333,17.0,116.13333333333334,19.666666666666668,10,0.0,0.00032220646990591573
888868,76,9,240.6060606060606,192.8181818181818,23.0,1.0,290.8,260.26666666666665,53.0,136.61111111111111,30.533333333333335,17,0.043478260869565216,0.0005799716458306483
889410,1568,83,392.0610687022901,306.706106870229,464.0,0.0,456.0232558139535,421.93023255813955,1104.0,250.4034090909091,34.093023255813954,87,0.0,0.005348627400438201
889638,4,0,34.0,14.666666666666666,4.0,0.0,34.0,14.666666666666666,0.0,0.0,19.333333333333332,3,0.0,0.0
889640,2,0,38.5,25.0,2.0,0.0,38.5,25.0,0.0,0.0,13.5,2,0.0,0.0
889754,1853,72,677.7953488372093,548.8465116279069,511.0,2.0,776.8421052631579,723.2368421052631,1342.0,453.49640287769785,53.60526315789474,72,0.003913894324853229,0.004639773166645186
890226,7,2,35.5,13.5,4.0,0.0,42.75,20.25,3.0,0.0,22.5,4,0.0,0.0001288825879623663
890228,109,15,174.24489795918367,134.89795918367346,6.0,1.0,101.66666666666667,84.33333333333333,103.0,141.95348837209303,17.333333333333332,30,0.16666666666666666,0.0009666194097177471
890232,39,0,1017.4705882352941,986.3529411764706,0.0,0.0,0.0,0.0,39.0,986.3529411764706,,15,,0.0
890234,1,0,97.0,85.0,0.0,0.0,0.0,0.0,1.0,85.0,,1,,0.0
890402,1928,82,1630.6134453781513,1508.9831932773109,548.0,0.0,1993.3466666666666,1917.2266666666667,1380.0,1321.1411042944785,76.12,75,0.0,0.005284186106457017
890404,2066,90,1646.0078125,1518.9375,582.0,2.0,1625.3333333333333,1554.3218390804598,1484.0,1500.7218934911243,71.01149425287356,75,0.003436426116838488,0.005799716458306483
890406,1821,83,1766.530864197531,1657.4609053497943,474.0,5.0,1654.5238095238096,1601.6190476190477,1347.0,1686.9622641509434,52.904761904761905,72,0.010548523206751054,0.005348627400438201
890410,1368,84,1466.0368098159508,1316.0429447852762,16.0,0.0,1103.3333333333333,1067.3333333333333,1352.0,1320.70625,36.0,72,0.0,0.005413068694419384
890412,1373,72,1642.4583333333333,1506.7142857142858,29.0,0.0,1110.3333333333333,1054.4444444444443,1344.0,1532.314465408805,55.888888888888886,72,0.0,0.004639773166645186
890416,1380,72,1598.6493506493507,1434.4805194805194,0.0,0.0,0.0,0.0,1380.0,1434.4805194805194,,73,,0.004639773166645186
890420,746,47,1549.2134831460673,1394.2921348314608,0.0,0.0,0.0,0.0,746.0,1394.2921348314608,,43,,0.0030287408171156076
890422,487,33,999.5454545454545,864.7121212121212,0.0,0.0,0.0,0.0,487.0,864.7121212121212,,31,,0.0021265627013790436
890582,181,18,115.24657534246575,84.53424657534246,114.0,1.0,149.11363636363637,115.81818181818181,67.0,37.06896551724138,33.29545454545455,45,0.008771929824561403,0.0011599432916612965
890618,357,24,397.3690476190476,325.9166666666667,78.0,1.0,245.05882352941177,242.44117647058823,279.0,382.68,2.6176470588235294,45,0.01282051282051282,0.0015465910555483955
891152,286,37,818.3369565217391,759.2826086956521,0.0,0.0,0.0,0.0,286.0,759.2826086956521,,55,,0.0023843278773037764
891154,603,57,2070.3834586466164,1988.9172932330828,0.0,0.0,0.0,0.0,603.0,1988.9172932330828,,70,,0.0036731537569274393
891156,24,7,444.8,419.1333333333333,0.0,0.0,0.0,0.0,24.0,419.1333333333333,,7,,0.000451089057868282
891158,305,40,1064.4311926605506,1022.1651376146789,0.0,0.0,0.0,0.0,305.0,1022.1651376146789,,64,,0.002577651759247326
891160,426,33,621.7857142857143,526.7738095238095,0.0,0.0,0.0,0.0,426.0,526.7738095238095,,46,,0.0021265627013790436
891162,114,19,411.5128205128205,364.7692307692308,0.0,0.0,0.0,0.0,114.0,364.7692307692308,,25,,0.0012243845856424796
891166,275,38,792.7029702970297,748.7128712871287,0.0,0.0,0.0,0.0,275.0,748.7128712871287,,58,,0.0024487691712849593
891170,219,22,699.3636363636364,607.25,0.0,0.0,0.0,0.0,219.0,607.25,,24,,0.001417708467586029
891192,1,0,1338.0,1306.0,0.0,0.0,0.0,0.0,1.0,1306.0,,1,,0.0
891250,2,0,128.0,110.0,0.0,0.0,0.0,0.0,2.0,110.0,,1,,0.0
891252,98,8,343.2,279.2,0.0,0.0,0.0,0.0,98.0,279.2,,7,,0.0005155303518494652
891254,2,0,105.0,79.0,2.0,0.0,105.0,79.0,0.0,0.0,26.0,1,0.0,0.0
891410,3773,131,1403.6689655172413,1274.5655172413792,742.0,2.0,1519.886075949367,1396.4430379746836,3031.0,1228.9336492890995,123.44303797468355,75,0.0026954177897574125,0.008441809511534991
891414,3374,126,1190.4151624548736,1097.6028880866427,528.0,1.0,1435.8,1339.323076923077,2846.0,1023.4905660377359,96.47692307692307,72,0.001893939393939394,0.008119603041629076
891416,966,94,443.8666666666667,399.42857142857144,152.0,0.0,405.4901960784314,359.7843137254902,814.0,412.1446540880503,45.705882352941174,61,0.0,0.006057481634231215
891646,8,0,53.285714285714285,29.857142857142858,8.0,0.0,53.285714285714285,29.857142857142858,0.0,0.0,23.428571428571427,7,0.0,0.0
891744,14,2,41.333333333333336,20.0,5.0,0.0,43.5,16.75,9.0,22.6,26.75,5,0.0,0.0001288825879623663
891746,37,2,324.6666666666667,170.66666666666666,0.0,0.0,0.0,0.0,37.0,170.66666666666666,,3,,0.0001288825879623663
891824,46,6,169.1,145.1,12.0,0.0,55.714285714285715,27.857142857142858,34.0,208.23076923076923,27.857142857142858,13,0.0,0.00038664776388709887
891900,36,0,302.7894736842105,232.3684210526316,36.0,0.0,302.7894736842105,232.3684210526316,0.0,0.0,70.42105263157895,17,0.0,0.0
891906,77,0,515.1515151515151,453.24242424242425,77.0,0.0,515.1515151515151,453.24242424242425,0.0,0.0,61.90909090909091,29,0.0,0.0
891908,51,3,292.3529411764706,278.9117647058824,40.0,0.0,340.39285714285717,325.7142857142857,11.0,60.5,14.678571428571429,28,0.0,0.00019332388194354943
891918,8,1,91.75,62.0,7.0,0.0,102.71428571428571,70.85714285714286,1.0,0.0,31.857142857142858,6,0.0,6.444129398118315e-05
891946,52,6,110.36666666666666,78.63333333333334,17.0,0.0,121.42857142857143,96.85714285714286,35.0,62.6875,24.571428571428573,21,0.0,0.00038664776388709887
891948,1,0,36.0,33.0,1.0,0.0,36.0,33.0,0.0,0.0,3.0,1,0.0,0.0
891970,21,1,470.3333333333333,368.6666666666667,0.0,0.0,0.0,0.0,21.0,368.6666666666667,,1,,6.444129398118315e-05
891976,2,1,23.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,1,,6.444129398118315e-05
891988,944,49,594.3224043715848,529.6120218579235,441.0,0.0,817.25,757.2647058823529,503.0,395.0,59.98529411764706,65,0.0,0.003157623405077974
892028,1554,36,915.1267605633802,522.7887323943662,0.0,0.0,0.0,0.0,1554.0,522.7887323943662,,33,,0.002319886583322593
892530,21,6,91.58823529411765,53.411764705882355,11.0,0.0,139.375,94.125,10.0,17.22222222222222,45.25,12,0.0,0.00038664776388709887
892532,176,21,222.03846153846155,170.7051282051282,74.0,0.0,289.6363636363636,224.0,102.0,131.62222222222223,65.63636363636364,32,0.0,0.001353267173604846
892534,46,2,845.6666666666666,759.1333333333333,35.0,0.0,984.5555555555555,855.1111111111111,11.0,615.1666666666666,129.44444444444446,9,0.0,0.0001288825879623663
892536,34,7,165.20833333333334,133.20833333333334,17.0,0.0,229.83333333333334,178.41666666666666,17.0,88.0,51.416666666666664,17,0.0,0.000451089057868282
892538,135,7,504.7037037037037,398.0,12.0,0.0,468.0,415.57142857142856,123.0,391.85,52.42857142857143,12,0.0,0.000451089057868282
892798,37,2,127.0,56.75,1.0,0.0,92.0,49.0,36.0,59.333333333333336,43.0,3,0.0,0.0001288825879623663
892800,10,3,350.5,322.75,0.0,0.0,0.0,0.0,10.0,322.75,,2,,0.00019332388194354943
893172,46,1,172.93103448275863,137.31034482758622,43.0,0.0,183.0,146.14814814814815,3.0,18.0,36.851851851851855,23,0.0,6.444129398118315e-05
893400,6,1,33.166666666666664,15.166666666666666,3.0,0.0,43.333333333333336,20.0,3.0,10.333333333333334,23.333333333333332,2,0.0,6.444129398118315e-05
893402,424,17,325.7519379844961,271.1240310077519,368.0,3.0,426.84615384615387,361.24175824175825,56.0,55.31578947368421,65.6043956043956,73,0.008152173913043478,0.0010955019976801135
893420,245,13,314.50632911392404,250.15189873417722,209.0,1.0,430.2830188679245,348.1132075471698,36.0,50.46153846153846,82.16981132075472,54,0.004784688995215311,0.0008377368217553808
893674,2701,47,1238.0,681.445652173913,0.0,0.0,0.0,0.0,2701.0,681.445652173913,,42,,0.0030287408171156076
893700,4,1,97.5,34.0,0.0,0.0,0.0,0.0,4.0,34.0,,2,,6.444129398118315e-05
893804,6570,130,1213.956923076923,944.8676923076923,2632.0,11.0,1718.603448275862,1602.2068965517242,3938.0,580.0287081339712,116.39655172413794,93,0.004559270516717325,0.008377368217553808
894120,24,1,210.27272727272728,165.45454545454547,24.0,1.0,210.27272727272728,165.45454545454547,0.0,0.0,44.81818181818182,9,0.041666666666666664,6.444129398118315e-05
894224,50,9,90.28571428571429,69.14285714285714,17.0,1.0,123.84615384615384,111.6923076923077,33.0,0.0,12.153846153846153,9,0.058823529411764705,0.0005799716458306483
894226,25,8,38.0,9.416666666666666,0.0,0.0,0.0,0.0,25.0,9.416666666666666,,6,,0.0005155303518494652
894230,21,7,75.16666666666667,54.75,6.0,1.0,174.33333333333334,142.66666666666666,15.0,25.444444444444443,31.666666666666668,6,0.16666666666666666,0.000451089057868282
894232,21,8,54.714285714285715,31.642857142857142,5.0,1.0,66.5,52.5,16.0,23.3,14.0,10,0.2,0.0005155303518494652
894614,8,1,263.6666666666667,244.5,8.0,1.0,263.6666666666667,244.5,0.0,0.0,19.166666666666668,5,0.125,6.444129398118315e-05
894656,3416,72,1048.8641975308642,844.1172839506173,20.0,0.0,88.4,56.2,3396.0,924.5170068027211,32.2,69,0.0,0.004639773166645186
894662,49,9,576.5454545454545,548.7727272727273,1.0,0.0,677.0,668.0,48.0,543.0952380952381,9.0,11,0.0,0.0005799716458306483
894934,20,2,43.25,15.0,0.0,0.0,0.0,0.0,20.0,15.0,,2,,0.0001288825879623663
895140,4,0,121.5,45.5,4.0,0.0,121.5,45.5,0.0,0.0,76.0,2,0.0,0.0
895170,11,0,92.5,76.4,11.0,0.0,92.5,76.4,0.0,0.0,16.1,10,0.0,0.0
895172,95,19,194.8181818181818,154.6818181818182,9.0,0.0,236.85714285714286,221.85714285714286,86.0,141.97297297297297,15.0,21,0.0,0.0012243845856424796
895266,4,1,22.75,12.0,3.0,0.0,28.333333333333332,16.0,1.0,0.0,12.333333333333334,2,0.0,6.444129398118315e-05
895370,10,1,143.0,108.5,0.0,0.0,0.0,0.0,10.0,108.5,,1,,6.444129398118315e-05
895574,99,1,262.6938775510204,231.9795918367347,99.0,1.0,262.6938775510204,231.9795918367347,0.0,0.0,30.714285714285715,46,0.030303030303030304,6.444129398118315e-05
895576,80,1,195.2173913043478,164.5,80.0,1.0,195.2173913043478,164.5,0.0,0.0,30.717391304347824,39,0.0125,6.444129398118315e-05
895578,64,0,147.2,123.825,64.0,0.0,147.2,123.825,0.0,0.0,23.375,37,0.0,0.0
895598,5,1,28.5,18.0,3.0,0.0,41.0,32.0,2.0,4.0,9.0,3,0.0,6.444129398118315e-05
895774,131,15,226.09756097560975,182.82926829268294,13.0,0.0,378.6666666666667,355.0,118.0,153.31428571428572,23.666666666666668,23,0.0,0.0009666194097177471
895776,264,22,305.5925925925926,236.59259259259258,12.0,1.0,77.7,60.2,252.0,276.6818181818182,17.5,24,0.08333333333333333,0.001417708467586029
895782,14,0,87.33333333333333,55.55555555555556,14.0,0.0,87.33333333333333,55.55555555555556,0.0,0.0,31.77777777777778,8,0.0,0.0
895786,46,0,226.58823529411765,166.76470588235293,46.0,0.0,226.58823529411765,166.76470588235293,0.0,0.0,59.8235294117647,14,0.0,0.0
896008,202,21,186.3125,158.5875,0.0,0.0,0.0,0.0,202.0,158.5875,,61,,0.001353267173604846
896010,15,4,63.0,44.72727272727273,10.0,0.0,96.85714285714286,70.28571428571429,5.0,0.0,26.571428571428573,8,0.0,0.0002577651759247326
896012,270,1,527.6716417910447,503.6268656716418,270.0,1.0,527.6716417910447,503.6268656716418,0.0,0.0,24.044776119402986,61,0.003703703703703704,6.444129398118315e-05
896014,28,5,81.81818181818181,66.27272727272727,19.0,0.0,111.2,92.93333333333334,9.0,9.142857142857142,18.266666666666666,17,0.0,0.00032220646990591573
896016,377,61,160.1509433962264,132.39622641509433,83.0,0.0,195.41176470588235,176.7058823529412,294.0,120.344,18.705882352941178,57,0.0,0.003930918932852172
896018,20,3,49.666666666666664,30.11111111111111,9.0,0.0,59.666666666666664,32.22222222222222,11.0,28.0,27.444444444444443,13,0.0,0.00019332388194354943
896020,16,0,162.33333333333334,157.33333333333334,16.0,0.0,162.33333333333334,157.33333333333334,0.0,0.0,5.0,3,0.0,0.0
896382,437,13,1230.4571428571428,976.2285714285714,41.0,0.0,330.64285714285717,294.57142857142856,396.0,1430.6666666666667,36.07142857142857,12,0.0,0.0008377368217553808
896384,30,1,1033.75,866.0,0.0,0.0,0.0,0.0,30.0,866.0,,2,,6.444129398118315e-05
896386,76,1,2993.0,2068.0,0.0,0.0,0.0,0.0,76.0,2068.0,,1,,6.444129398118315e-05
896390,97,6,1037.5,840.4,0.0,0.0,0.0,0.0,97.0,840.4,,6,,0.00038664776388709887
896428,259,15,566.2391304347826,497.0217391304348,38.0,0.0,312.8181818181818,286.1818181818182,221.0,563.2857142857143,26.636363636363637,17,0.0,0.0009666194097177471
896430,19,3,150.0,123.0,1.0,0.0,232.0,219.0,18.0,103.8,13.0,3,0.0,0.00019332388194354943
896536,208,2,421.3157894736842,363.86842105263156,208.0,2.0,421.3157894736842,363.86842105263156,0.0,0.0,57.44736842105263,62,0.009615384615384616,0.0001288825879623663
896538,14,1,250.1818181818182,189.72727272727272,14.0,1.0,250.1818181818182,189.72727272727272,0.0,0.0,60.45454545454545,11,0.07142857142857142,6.444129398118315e-05
896708,240,11,871.6111111111111,765.5277777777778,66.0,0.0,763.8181818181819,691.8181818181819,174.0,797.96,72.0,12,0.0,0.0007088542337930145
897030,82,10,249.54545454545453,197.54545454545453,6.0,0.0,51.4,36.2,76.0,245.0,15.2,11,0.0,0.0006444129398118315
897872,57,10,174.28125,162.4375,4.0,1.0,41.25,20.75,53.0,182.67857142857142,20.5,19,0.25,0.0006444129398118315
897894,19,0,1899.2,1846.0,0.0,0.0,0.0,0.0,19.0,1846.0,,5,,0.0
898414,91,3,768.125,617.5,32.0,1.0,674.25,590.75,59.0,644.25,83.5,2,0.03125,0.00019332388194354943
898422,101,7,259.5925925925926,229.74074074074073,65.0,1.0,466.6363636363636,423.72727272727275,36.0,96.375,42.90909090909091,12,0.015384615384615385,0.000451089057868282
898434,10,5,67.83333333333333,1.0,0.0,0.0,0.0,0.0,10.0,1.0,,3,,0.00032220646990591573
898558,23,0,114.92307692307692,64.53846153846153,23.0,0.0,114.92307692307692,64.53846153846153,0.0,0.0,50.38461538461539,12,0.0,0.0
898560,21,0,202.9,135.5,21.0,0.0,202.9,135.5,0.0,0.0,67.4,8,0.0,0.0
898676,3,0,103.0,94.66666666666667,3.0,0.0,103.0,94.66666666666667,0.0,0.0,8.333333333333334,2,0.0,0.0
898892,102,14,160.9,118.62,12.0,0.0,194.8,174.9,90.0,104.55,19.9,30,0.0,0.000902178115736564
898902,22,3,162.57142857142858,95.14285714285714,0.0,0.0,0.0,0.0,22.0,95.14285714285714,,5,,0.00019332388194354943
898906,147,5,864.2142857142857,669.6428571428571,20.0,0.0,487.2,440.6,127.0,796.8888888888889,46.6,5,0.0,0.00032220646990591573
898920,79,1,1339.7142857142858,1140.2857142857142,13.0,0.0,836.0,739.0,66.0,1300.8,97.0,2,0.0,6.444129398118315e-05
899076,2,2,23.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,1,,0.0001288825879623663
899082,2372,79,625.7455357142857,426.9642857142857,713.0,1.0,974.2027027027027,777.2162162162163,1659.0,254.17333333333335,196.98648648648648,71,0.001402524544179523,0.005090862224513468
899250,1979,79,466.77272727272725,294.7107438016529,309.0,5.0,348.43333333333334,292.6666666666667,1670.0,295.92105263157896,55.766666666666666,86,0.016181229773462782,0.005090862224513468
899268,32,2,155.72,129.08,32.0,2.0,155.72,129.08,0.0,0.0,26.64,24,0.0625,0.0001288825879623663
899788,655,22,1788.5,1489.6904761904761,0.0,0.0,0.0,0.0,655.0,1489.6904761904761,,18,,0.001417708467586029
899790,731,17,2656.0,2189.705882352941,0.0,0.0,0.0,0.0,731.0,2189.705882352941,,18,,0.0010955019976801135
899892,3,0,95.33333333333333,63.666666666666664,3.0,0.0,95.33333333333333,63.666666666666664,0.0,0.0,31.666666666666668,3,0.0,0.0
899898,2,0,615.0,590.0,2.0,0.0,615.0,590.0,0.0,0.0,25.0,2,0.0,0.0
899900,3,0,238.33333333333334,176.0,3.0,0.0,238.33333333333334,176.0,0.0,0.0,62.333333333333336,2,0.0,0.0
899906,1,0,645.0,626.0,1.0,0.0,645.0,626.0,0.0,0.0,19.0,1,0.0,0.0
899912,1,0,208.0,189.0,1.0,0.0,208.0,189.0,0.0,0.0,19.0,1,0.0,0.0
899932,779,25,2632.7659574468084,2323.468085106383,0.0,0.0,0.0,0.0,779.0,2323.468085106383,,19,,0.0016110323495295785
899964,470,17,2144.090909090909,1857.4545454545455,0.0,0.0,0.0,0.0,470.0,1857.4545454545455,,15,,0.0010955019976801135
899968,407,18,1798.0,1555.2424242424242,0.0,0.0,0.0,0.0,407.0,1555.2424242424242,,15,,0.0011599432916612965
899972,195,20,760.7714285714286,666.1714285714286,0.0,0.0,0.0,0.0,195.0,666.1714285714286,,16,,0.001288825879623663
900180,1904,63,959.3451327433628,651.8141592920354,17.0,0.0,378.0,331.6666666666667,1887.0,660.5454545454545,46.333333333333336,45,0.0,0.004059801520814538
900192,3,1,6.333333333333333,1.3333333333333333,2.0,0.0,7.0,2.0,1.0,0.0,5.0,1,0.0,6.444129398118315e-05
900194,110,16,279.8142857142857,238.77142857142857,61.0,3.0,301.1707317073171,268.609756097561,49.0,196.58620689655172,32.5609756097561,44,0.04918032786885246,0.0010310607036989304
900352,558,39,409.39473684210526,353.4078947368421,210.0,1.0,518.1639344262295,459.11475409836066,348.0,282.54945054945057,59.049180327868854,60,0.014285714285714285,0.0025132104652661426
900354,708,52,458.4817073170732,393.4329268292683,174.0,3.0,458.64150943396226,402.0566037735849,534.0,389.31531531531533,56.58490566037736,59,0.022988505747126436,0.0033509472870215233
900458,29,6,84.81818181818181,32.0,1.0,0.0,18.0,9.0,28.0,34.3,9.0,8,0.0,0.00038664776388709887
900492,276,50,176.09734513274336,120.33628318584071,18.0,1.0,104.125,87.75,258.0,125.71134020618557,16.375,55,0.05555555555555555,0.003222064699059157
900592,406,18,383.56666666666666,343.68888888888887,285.0,0.0,645.0232558139535,600.3255813953489,121.0,108.8936170212766,44.69767441860465,40,0.0,0.0011599432916612965
900594,250,19,378.3666666666667,351.81111111111113,35.0,0.0,226.0,208.14285714285714,215.0,395.536231884058,17.857142857142858,47,0.0,0.0012243845856424796
900614,66,5,112.34146341463415,97.6829268292683,26.0,0.0,120.35714285714286,101.21428571428571,40.0,95.85185185185185,19.142857142857142,25,0.0,0.00032220646990591573
900742,42,3,116.47368421052632,92.78947368421052,24.0,0.0,158.8,127.0,18.0,54.77777777777778,31.8,11,0.0,0.00019332388194354943
900746,77,11,197.0,166.06451612903226,26.0,2.0,189.27272727272728,133.72727272727272,51.0,183.85,55.54545454545455,15,0.07692307692307693,0.0007088542337930145
900788,224,16,325.5238095238095,299.7857142857143,131.0,1.0,396.44444444444446,377.44444444444446,93.0,210.17948717948718,19.0,46,0.007633587786259542,0.0010310607036989304
900790,105,7,381.15384615384613,338.7692307692308,44.0,0.0,609.375,563.0,61.0,239.11111111111111,46.375,12,0.0,0.000451089057868282
900792,9,2,50.333333333333336,28.0,1.0,0.0,89.0,55.0,8.0,22.6,34.0,3,0.0,0.0001288825879623663
900826,648,54,395.8833333333333,328.0888888888889,99.0,0.0,271.66,250.48,549.0,357.9384615384615,21.18,77,0.0,0.00347982987498389
